Platform,,Meta,Meta,Meta,Meta,Meta,Meta,LMS,FFH Sheet,FFH Sheet,Fornula,Fornula,FFH Sheet,Formula,Formula,Formula,Formula,FFH Sheet
Platform,Type,Account,Date,Campaign,Ad Name,Spends,Pannel_Lead,Lead_LMS,FFH,Adm,CPL Pannel,CPL LMS,Invoicing_Var,CAC FFH,CAC Adm,CAC / ARPU,Lead Dup,Total_Var
Meta Ads,,FaceBook_Degreefyd_B,2026-03-14,IGNOU_Leads_2026,IGNOU_MBA_2026_Int_Ad01,294.28,16,11,0,0,18,1,0,-,-,-,31%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-14,S6M_UG_PG_Online_Admission_2026,S6M_UG_PG_Online_Admission_2026_Ad_Set01_InstAd01,226.25,5,4,0,0,45,1,0,-,-,-,20%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-14,UG_PG_Online_Admission_2026_Remarketing,UG_PG_Online_Admission_2026_Ad_Set01_InstAd01_Remarketing,115.66,1,1,0,0,116,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-15,Galgotias_Lead_2026,Galgotias_Leads_2026_P_Ad_01,1288.15,11,9,0,0,117,1,0,-,-,-,18%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-15,UG_Online_Admission_2026,UG_Online_Admission_Ad_Set01_Ad02,1095.44,25,20,0,0,44,1,0,-,-,-,20%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-15,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Delhi_NCR_Ad01,451.21,15,12,0,0,30,1,0,-,-,-,20%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-15,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Rest_Ad01,635.43,15,14,0,0,42,1,0,-,-,-,7%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-15,IGNOU_Leads_2026,IGNOU_MBA_2026_Int_Ad01,343.18,10,7,0,0,34,1,0,-,-,-,30%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-15,S6M_UG_PG_Online_Admission_2026,S6M_UG_PG_Online_Admission_2026_Ad_Set01_InstAd01,251.1,,,0,0,251,,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-15,UG_PG_Online_Admission_2026_Remarketing,UG_PG_Online_Admission_2026_Ad_Set01_InstAd01_Remarketing,150.84,1,,0,0,151,1,0,-,-,-,100%,0
Google Ads,Brand,EP_Partner_Amity_Online_DFYD,2026-03-14,Amity_Online_Admission_COS,23492797149,1467.9,1,1,0,0,1468,1,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_Amity_Online_DFYD,2026-03-14,Amity_Online_Admission_TAN,23610318125,1322.61,2,2,0,0,661,1,0,-,-,-,0%,0
Google Ads,Brand,EP_CU_Online_DFYD,2026-03-14,CU_Online_Admission_Delta,23502437890,1848.63,3,3,2,0,616,1,0,924.315,-,-,0%,0
Google Ads,DSA,Core_Online_DSA,2026-03-14,DSA_Admission_Core_Online_Colleges_Courses,23500139647,44.18,0,,0,0,44,0,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_LPU_Online_DFYD,2026-03-14,LPU_Online_Delta,23512571403,2340.85,2,1,0,0,1170,2,0,-,-,-,50%,0
Google Ads,DSA,Degreefyd_Generic_Regular,2026-03-14,DSA_Admission_Online_Distance,23349276370,3954.9,122.17,111,1,0,32,1,0,3954.9,-,-,9%,0
Google Ads,Brand,Amity_Partner_001,2026-03-14,Partner_Amity_Online_2026,23228113322,3455.58,13,10,0,0,266,1,0,-,-,-,23%,0
Google Ads,Brand,EP_Partner_Amity_Online_DFYD,2026-03-15,Amity_Online_Admission_COS,23492797149,1285.2,2,2,0,0,643,1,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_Amity_Online_DFYD,2026-03-15,Amity_Online_Admission_TAN,23610318125,873.99,2,2,0,0,437,1,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_Amity_Online_DFYD,2026-03-15,Amity_Online_Admission_MBA,23659350616,175.4,1,1,0,0,175,1,0,-,-,-,0%,0
Google Ads,Brand,EP_CU_Online_DFYD,2026-03-15,CU_Online_Admission_Delta,23502437890,1732.61,2,1,1,0,866,2,0,1732.61,-,-,50%,0
Google Ads,DSA,Core_Online_DSA,2026-03-15,DSA_Admission_Core_Online_Colleges_Courses,23500139647,31.89,0,,0,0,32,0,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_LPU_Online_DFYD,2026-03-15,LPU_Online_Delta,23512571403,1476.76,4,4,0,0,369,1,0,-,-,-,0%,0
Google Ads,DSA,Degreefyd_Generic_Regular,2026-03-15,DSA_Admission_Online_Distance,23349276370,3800.09,87.47,76,1,1,43,1,33038.25,3800.09,3800.09,11.50%,13%,38062.5
Google Ads,Brand,Amity_Partner_001,2026-03-15,Partner_Amity_Online_2026,23228113322,3551.7,16,12,1,1,222,1,54862.5,3551.7,3551.7,6.47%,25%,54862.5
Meta Ads,,FaceBook_University_Admit,2026-03-16,F_UA01_{UG All Colleges V02.1},F_UA01_{UG All Colleges V02}{INT01}_C04,8.57,,,0,0,9,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-16,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 01)_ 1.1,0.54,,,0,0,1,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-16,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 01)_ 1.3,1.14,,,0,0,1,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-16,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 01)_ 1.4,843.1,9,9,1,1,94,1,38500,843.1,843.1,2.19%,0%,38500
Meta Ads,,FaceBook_University_Admit,2026-03-16,F_UA01_{UG All Colleges V02.1},F_UA01_{UG All Colleges V02}{INT01}_C05,1250.2,26,26,0,0,48,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-16,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.1,1204.18,11,11,0,0,109,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-16,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 03)_ 1.1,146.27,1,1,0,0,146,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-16,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 03)_ 1.3,867.91,1,1,0,0,868,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-16,F_UA1_FEB_MBA_Aryan v1.4,F_UA1_FEB_MBA_Aryan (INT 01)_ 1.1,998.82,6,6,0,0,166,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-16,F_UA1_FEB_MBA_Aryan v1.4,F_UA1_FEB_MBA_Aryan (INT 01)_ 1.2,3.62,,,0,0,4,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-16,F_UA1_FEB_MBA_Aryan v1.4,F_UA1_FEB_MBA_Aryan (INT 01)_ 1.1 – Copy,3.45,,,0,0,3,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-16,F_UA1_FEB_MBA_Aryan v1.5,F_UA1_FEB_MBA_Aryan v1.5 C1.1,5.39,,,0,0,5,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-16,F_UA1_FEB_MBA_Aryan v1.5,F_UA1_FEB_MBA_Aryan v1.5 C1.3,1219.35,8,8,1,1,152,1,19250,1219.35,1219.35,6.33%,0%,38500
Meta Ads,,FaceBook_University_Admit,2026-03-16,F_UA1_MBADeadline_Aryan v1.5,F_UA1_MBADeadline_Aryan v1.5 C01,1064.3,5,5,0,0,213,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-16,Galgotias_Lead_2026,Galgotias_Leads_2026_P_Ad_01,1416.44,17,16,2,2,83,1,29000,708.22,708.22,4.88%,6%,70500
Meta Ads,,FaceBook_Degreefyd_B,2026-03-16,UG_Online_Admission_2026,UG_Online_Admission_Ad_Set01_Ad02,1054.03,21,18,0,0,50,1,0,-,-,-,14%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-16,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Delhi_NCR_Ad01,483.17,10,7,0,0,48,1,0,-,-,-,30%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-16,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Rest_Ad01,635.32,22,20,0,0,29,1,0,-,-,-,9%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-16,IGNOU_Leads_2026,IGNOU_MBA_2026_Int_Ad01,317.79,11,11,0,0,29,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-16,S6M_UG_PG_Online_Admission_2026,S6M_UG_PG_Online_Admission_2026_Ad_Set01_InstAd01,194.05,1,1,0,0,194,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-16,UG_PG_Online_Admission_2026_Remarketing,UG_PG_Online_Admission_2026_Ad_Set01_InstAd01_Remarketing,51.94,,,0,0,52,,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_Amity_Online_DFYD,2026-03-16,Amity_Online_Admission_COS,23492797149,1872.22,1,1,0,0,1872,1,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_Amity_Online_DFYD,2026-03-16,Amity_Online_Admission_TAN,23610318125,1409.35,6,5,0,0,235,1,0,-,-,-,17%,0
Google Ads,Brand,Amity_Partner_001,2026-03-16,Partner_Amity_Online_2026,23228113322,4108.11,15,11,1,0,274,1,0,4108.11,-,-,27%,0
Google Ads,DSA,Core_Online_DSA,2026-03-16,DSA_Admission_Core_Online_Colleges_Courses,23500139647,51.02,1,1,0,0,51,1,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_LPU_Online_DFYD,2026-03-16,LPU_Online_Delta,23512571403,1540.18,3,3,0,0,513,1,0,-,-,-,0%,0
Google Ads,DSA,Degreefyd_Generic_Regular,2026-03-16,DSA_Admission_Online_Distance,23349276370,2312.23,81.48,74,0,0,28,1,0,-,-,-,9%,0
Google Ads,Brand,EP_CU_Online_DFYD,2026-03-16,CU_Online_Admission_Delta,23502437890,2603.13,1,1,0,0,2603,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-17,F_UA01_{UG All Colleges V02.1},F_UA01_{UG All Colleges V02}{INT01}_C04,186.67,3,2,0,0,62,2,0,-,-,-,33%,0
Meta Ads,,FaceBook_University_Admit,2026-03-17,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 01)_ 1.4,789.03,9,9,0,0,88,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-17,F_UA01_{UG All Colleges V02.1},F_UA01_{UG All Colleges V02}{INT01}_C05,637.96,12,10,0,0,53,1,0,-,-,-,17%,0
Meta Ads,,FaceBook_University_Admit,2026-03-17,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.4,51.03,,,0,0,51,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-17,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.1,1324.14,13,13,0,0,102,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-17,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 03)_ 1.1,414.81,1,1,0,0,415,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-17,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 03)_ 1.3,482.99,3,3,0,0,161,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-17,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 03)_ 1.2,2.59,,,0,0,3,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-17,F_UA1_FEB_MBA_Aryan v1.4,F_UA1_FEB_MBA_Aryan (INT 01)_ 1.1,873.29,4,5,0,0,218,1,0,-,-,-,-25%,0
Meta Ads,,FaceBook_University_Admit,2026-03-17,F_UA1_FEB_MBA_Aryan v1.4,F_UA1_FEB_MBA_Aryan (INT 01)_ 1.2,3.87,,,0,0,4,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-17,F_UA1_FEB_MBA_Aryan v1.4,F_UA1_FEB_MBA_Aryan (INT 01)_ 1.1 – Copy,1.62,,,0,0,2,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-17,F_UA1_FEB_MBA_Aryan v1.5,F_UA1_FEB_MBA_Aryan v1.5 C1.1,8.94,,,0,0,9,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-17,F_UA1_FEB_MBA_Aryan v1.5,F_UA1_FEB_MBA_Aryan v1.5 C1.3,1445.72,18,16,0,0,80,1,0,-,-,-,11%,0
Meta Ads,,FaceBook_University_Admit,2026-03-17,F_UA1_MBADeadline_Aryan v1.5,F_UA1_MBADeadline_Aryan v1.5 C01,1026.05,6,5,0,0,171,1,0,-,-,-,17%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-17,Galgotias_Lead_2026,Galgotias_Leads_2026_P_Ad_01,1353.02,19,14,0,0,71,1,0,-,-,-,26%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-17,UG_Online_Admission_2026,UG_Online_Admission_Ad_Set01_Ad02,959.12,18,18,1,0,53,1,0,959.12,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-17,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Delhi_NCR_Ad01,569.94,21,20,1,0,27,1,0,569.94,-,-,5%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-17,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Rest_Ad01,735.64,27,29,0,0,27,1,0,-,-,-,-7%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-17,IGNOU_Leads_2026,IGNOU_MBA_2026_Int_Ad01,153.53,5,4,0,0,31,1,0,-,-,-,20%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-17,S6M_UG_PG_Online_Admission_2026,S6M_UG_PG_Online_Admission_2026_Ad_Set01_InstAd01,314.07,2,1,0,0,157,2,0,-,-,-,50%,0
Google Ads,Brand,Amity_Partner_001,2026-03-17,Partner_Amity_Online_2026,23228113322,3531.32,12,6,0,0,294,2,0,-,-,-,50%,0
Google Ads,Brand,EP_Partner_Amity_Online_DFYD,2026-03-17,Amity_Online_Admission_COS,23492797149,1945.08,4,4,0,0,486,1,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_Amity_Online_DFYD,2026-03-17,Amity_Online_Admission_TAN,23610318125,1297.93,2,2,0,0,649,1,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_Amity_Online_DFYD,2026-03-17,Amity_Online_Admission_MBA,23659350616,144.34,0,,0,0,144,0,0,-,-,-,0%,0
Google Ads,DSA,Degreefyd_Generic_Regular,2026-03-17,DSA_Admission_Online_Distance,23349276370,2865.79,87.48,80,2,2,33,1,11550,1432.895,1432.895,24.81%,9%,69300
Google Ads,DSA,Core_Online_DSA,2026-03-17,DSA_Admission_Core_Online_Colleges_Courses,23500139647,124.87,3,2,0,0,42,2,0,-,-,-,33%,0
Google Ads,Brand,EP_Partner_LPU_Online_DFYD,2026-03-17,LPU_Online_Delta,23512571403,1424.34,2,2,0,0,712,1,0,-,-,-,0%,0
Google Ads,Brand,EP_CU_Online_DFYD,2026-03-17,CU_Online_Admission_Delta,23502437890,2201.26,3,3,0,0,734,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-18,F_UA01_{UG All Colleges V02.1},F_UA01_{UG All Colleges V02}{INT01}_C04,608.36,5,5,0,0,122,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-18,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 01)_ 1.3,0.29,,,0,0,0,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-18,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 01)_ 1.4,617.61,3,2,0,0,206,2,0,-,-,-,33%,0
Meta Ads,,FaceBook_University_Admit,2026-03-18,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.4,157.31,1,1,1,0,157,1,0,157.31,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-18,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.1,1260.74,14,15,1,1,90,1,26031.25,1260.74,1260.74,4.84%,-7%,52062.5
Meta Ads,,FaceBook_University_Admit,2026-03-18,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 03)_ 1.1,644.79,3,3,0,0,215,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-18,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 03)_ 1.2,66.87,1,1,0,0,67,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-18,F_UA1_FEB_MBA_Aryan v1.4,F_UA1_FEB_MBA_Aryan (INT 01)_ 1.1,553.81,5,5,1,1,111,1,19250,553.81,553.81,2.88%,0%,38500
Meta Ads,,FaceBook_University_Admit,2026-03-18,F_UA1_FEB_MBA_Aryan v1.4,F_UA1_FEB_MBA_Aryan (INT 01)_ 1.2,4.86,,,0,0,5,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-18,F_UA1_FEB_MBA_Aryan v1.4,F_UA1_FEB_MBA_Aryan (INT 01)_ 1.1 – Copy,0.52,,,0,0,1,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-18,F_UA1_FEB_MBA_Aryan v1.5,F_UA1_FEB_MBA_Aryan v1.5 C1.1,10.66,,,0,0,11,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-18,F_UA1_FEB_MBA_Aryan v1.5,F_UA1_FEB_MBA_Aryan v1.5 C1.3,1312.8,7,6,0,0,188,1,0,-,-,-,14%,0
Meta Ads,,FaceBook_University_Admit,2026-03-18,F_UA1_MBADeadline_Aryan v1.5,F_UA1_MBADeadline_Aryan v1.5 C01,711.19,4,4,0,0,178,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-18,Galgotias_Lead_2026,Galgotias_Leads_2026_P_Ad_01,1346.23,10,7,0,0,135,1,0,-,-,-,30%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-18,UG_Online_Admission_2026,UG_Online_Admission_Ad_Set01_Ad02,665.01,13,11,0,0,51,1,0,-,-,-,15%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-18,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Delhi_NCR_Ad01,503.02,20,19,1,0,25,1,0,503.02,-,-,5%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-18,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Rest_Ad01,709.32,31,27,0,0,23,1,0,-,-,-,13%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-18,S6M_UG_PG_Online_Admission_2026,S6M_UG_PG_Online_Admission_2026_Ad_Set01_InstAd01,112.09,,,0,0,112,,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_Amity_Online_DFYD,2026-03-18,Amity_Online_Admission_COS,23492797149,1666.15,3,1,1,0,555,3,0,1666.15,-,-,67%,0
Google Ads,Brand,EP_Partner_Amity_Online_DFYD,2026-03-18,Amity_Online_Admission_TAN,23610318125,1179.52,3,3,0,0,393,1,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_Amity_Online_DFYD,2026-03-18,Amity_Online_Admission_MBA,23659350616,1018.96,3,2,0,0,340,2,0,-,-,-,33%,0
Google Ads,Brand,EP_CU_Online_DFYD,2026-03-18,CU_Online_Admission_Delta,23502437890,1734.89,4,2,1,0,434,2,0,1734.89,-,-,50%,0
Google Ads,Brand,Amity_Partner_001,2026-03-18,Partner_Amity_Online_2026,23228113322,3454.37,8,8,0,0,432,1,0,-,-,-,0%,0
Google Ads,DSA,Core_Online_DSA,2026-03-18,DSA_Admission_Core_Online_Colleges_Courses,23500139647,134.6,2,2,0,0,67,1,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_LPU_Online_DFYD,2026-03-18,LPU_Online_Delta,23512571403,1338.85,2,2,0,0,669,1,0,-,-,-,0%,0
Google Ads,DSA,Degreefyd_Generic_Regular,2026-03-18,DSA_Admission_Online_Distance,23349276370,2326.32,71.98,68,0,0,32,1,0,-,-,-,6%,0
Meta Ads,,FaceBook_University_Admit,2026-03-19,F_UA01_{UG All Colleges V02.1},F_UA01_{UG All Colleges V02}{INT01}_C04,1065.25,10,8,1,1,107,1,34650,1065.25,1065.25,3.07%,20%,34650
Meta Ads,,FaceBook_University_Admit,2026-03-19,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 01)_ 1.4,826.27,7,7,1,1,118,1,56700,826.27,826.27,1.46%,0%,56700
Meta Ads,,FaceBook_University_Admit,2026-03-19,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.4,141.68,2,2,0,0,71,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-19,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.1,964.18,10,9,0,0,96,1,0,-,-,-,10%,0
Meta Ads,,FaceBook_University_Admit,2026-03-19,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 03)_ 1.1,268.71,,,0,0,269,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-19,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 03)_ 1.2,938.19,5,5,1,1,188,1,26031.25,938.19,938.19,3.60%,0%,52062.5
Meta Ads,,FaceBook_University_Admit,2026-03-19,F_UA1_FEB_MBA_Aryan v1.4,F_UA1_FEB_MBA_Aryan (INT 01)_ 1.1,522.72,1,1,0,0,523,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-19,F_UA1_FEB_MBA_Aryan v1.4,F_UA1_FEB_MBA_Aryan (INT 01)_ 1.2,4.81,,,0,0,5,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-19,F_UA1_FEB_MBA_Aryan v1.4,F_UA1_FEB_MBA_Aryan (INT 01)_ 1.1 – Copy,0.81,,,0,0,1,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-19,F_UA1_FEB_MBA_Aryan v1.5,F_UA1_FEB_MBA_Aryan v1.5 C1.1,3.26,,,0,0,3,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-19,F_UA1_FEB_MBA_Aryan v1.5,F_UA1_FEB_MBA_Aryan v1.5 C1.3,1126.74,15,10,1,1,75,2,16500,1126.74,1126.74,6.83%,33%,33000
Meta Ads,,FaceBook_University_Admit,2026-03-19,F_UA1_MBADeadline_Aryan v1.5,F_UA1_MBADeadline_Aryan v1.5 C01,1063.73,5,3,0,0,213,2,0,-,-,-,40%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-19,Galgotias_Lead_2026,Galgotias_Leads_2026_P_Ad_01,1346.27,16,15,0,0,84,1,0,-,-,-,6%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-19,UG_Online_Admission_2026,UG_Online_Admission_Ad_Set01_Ad02,617.59,22,21,0,0,28,1,0,-,-,-,5%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-19,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Delhi_NCR_Ad01,498.09,17,17,0,0,29,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-03-19,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Rest_Ad01,660.92,22,22,0,0,30,1,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_Amity_Online_DFYD,2026-03-19,Amity_Online_Admission_COS,23492797149,1804.51,2,2,0,0,902,1,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_Amity_Online_DFYD,2026-03-19,Amity_Online_Admission_TAN,23610318125,1174.07,3,2,0,0,391,2,0,-,-,-,33%,0
Google Ads,Brand,EP_Partner_Amity_Online_DFYD,2026-03-19,Amity_Online_Admission_MBA,23659350616,919,1,1,1,1,919,1,13930,919,919,6.60%,0%,66430
Google Ads,DSA,Core_Online_DSA,2026-03-19,DSA_Admission_Core_Online_Colleges_Courses,23500139647,110.52,1,,0,0,111,1,0,-,-,-,100%,0
Google Ads,Brand,EP_Partner_LPU_Online_DFYD,2026-03-19,LPU_Online_Delta,23512571403,2094.41,7.17,6,0,0,292,1,0,-,-,-,16%,0
Google Ads,DSA,Degreefyd_Generic_Regular,2026-03-19,DSA_Admission_Online_Distance,23349276370,2630.65,71.96,67,0,0,37,1,0,-,-,-,7%,0
Google Ads,Brand,Amity_Partner_001,2026-03-19,Partner_Amity_Online_2026,23228113322,4899.87,11,6,1,1,445,2,18593.75,4899.87,4899.87,26.35%,45%,84218.75
Google Ads,Brand,EP_CU_Online_DFYD,2026-03-19,CU_Online_Admission_Delta,23502437890,2183.88,5,4,0,0,437,1,0,-,-,-,20%,0
Meta Ads,,FaceBook_University_Admit,2026-03-20,F_UA01_{UG All Colleges V02.1},F_UA01_{UG All Colleges V02}{INT01}_C04,1274.15,10,9,0,0,127,1,0,-,-,-,10%,0
Meta Ads,,FaceBook_University_Admit,2026-03-20,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 01)_ 1.1,0.01,,,0,0,0,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-20,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 01)_ 1.4,733.48,5,5,0,0,147,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-20,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.4,151.4,3,3,0,0,50,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-03-20,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.1,899.61,8,6,0,0,112,1,0,-,-,-,25%,0
