Platform,Meta,Meta,Meta,Meta,Meta,Meta,LMS,FFH Sheet,FFH Sheet,Fornula,Fornula,FFH Sheet,Formula,Formula,Formula,Formula
Platform,Account,Date,Campaign,Ad Name,Spends,Pannel_Lead,Lead_LMS,FFH,Adm,CPL Pannel,CPL LMS,Invoicing_Var,CAC FFH,CAC Adm,CAC / ARPU,Lead Dup
Meta Ads,FaceBook_University_Admit,2026-03-23,FUA1_CGC_B.Tech_Admission_1.1,FUA1_CGC_B.Tech_Admission_C02,139.93,1,1,1,0,140,140,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-23,DSA_Punjab_Generic_Admission_Colleges,23463111599,2712.78,43.97,39,2,1,62,70,17500,0,2712.78,15.50%,11%
Google Ads,EP_CU_Online_DFYD,2026-03-23,CU_Online_Admission,23470383548,1502.99,4,3,0,0,376,501,0,0,-,-,25%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-23,LPU_Online_Alpha,23486436393,3399.93,13,13,3,1,262,262,8232,0,3399.93,41.30%,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-23,LPU_Online_Gamma,23486463996,1950.14,7,8,5,2,279,244,21294.77966,0,975.07,9.16%,-14%
Google Ads,Degreefyd_Generic_Regular,2026-03-23,DSA_Punjab_Generic_Admission,23292287218,146.7,0,,0,0,147,147,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-23,LPU_Online_Zeta,23675435222,994.74,5,4,0,0,199,249,0,0,-,-,20%
Google Ads,EP_CU_Online_DFYD,2026-03-23,CU_Online_Admission_Zeta,23676777747,1397.67,2,2,0,0,699,699,0,0,-,-,0%
Meta Ads,FaceBook_University_Admit,2026-03-24,FUA1_CGC_B.Tech_Admission_1.1,FUA1_CGC_B.Tech_Admission_C03,2.51,,,0,0,3,3,0,0,-,-,0%
Meta Ads,FaceBook_University_Admit,2026-03-24,FUA1_CGC_B.Tech_Admission_1.1,FUA1_CGC_B.Tech_Admission_C01,457.66,5,5,0,0,92,92,0,0,-,-,0%
Meta Ads,FaceBook_University_Admit,2026-03-24,FUA1_CGC_B.Tech_Admission_1.1,FUA1_CGC_B.Tech_Admission_C02,11.06,,,0,0,11,11,0,0,-,-,0%
Google ads,Degreefyd_Generic_Regular,2026-03-24,DSA_Punjab_Generic_Admission,23292287218,499.31,8.47,6,1,0,59,83,0,0,-,-,29%
Google ads,EP_CU_Online_DFYD,2026-03-24,CU_Online_Admission,23470383548,1498.15,3,4,0,0,499,375,0,0,-,-,-33%
Google ads,EP_Partner_LPU_Online_DFYD,2026-03-24,LPU_Online_Alpha,23486436393,1927.71,11,13,2,0,175,148,0,0,-,-,-18%
Google ads,EP_Partner_LPU_Online_DFYD,2026-03-24,LPU_Online_Gamma,23486463996,1442.87,3,3,1,0,481,481,0,0,-,-,0%
Google ads,Degreefyd_Generic_Regular,2026-03-24,DSA_Punjab_Generic_Admission_Colleges,23463111599,2808.75,62.27,48,6,1,45,59,14406.77966,0,2808.75,19.50%,23%
Google ads,EP_Partner_LPU_Online_DFYD,2026-03-24,LPU_Online_Zeta,23675435222,1260.33,5.67,5,1,0,222,252,0,0,-,-,12%
Google ads,EP_CU_Online_DFYD,2026-03-24,CU_Online_Admission_Zeta,23676777747,741.51,2,2,0,0,371,371,0,0,-,-,0%
Meta Ads,FaceBook_University_Admit,2026-03-25,FUA1_CGC_B.Tech_Admission_1.1,FUA1_CGC_B.Tech_Admission_C01,853.74,4,4,0,0,213,213,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-25,DSA_Punjab_Generic_Admission_Colleges,23463111599,2789.26,56.98,48,5,1,49,58,7140,0,2789.26,39.07%,16%
Google Ads,EP_CU_Online_DFYD,2026-03-25,CU_Online_Admission,23470383548,1496.63,5,6,1,1,299,249,12852,0,1496.63,11.65%,-20%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-25,LPU_Online_Alpha,23486436393,2416.65,7,7,5,2,345,345,35000,0,1208.325,6.90%,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-25,LPU_Online_Gamma,23486463996,1480.85,6,5,1,0,247,296,0,0,-,-,17%
Google Ads,Degreefyd_Generic_Regular,2026-03-25,DSA_Punjab_Generic_Admission,23292287218,408.07,5.5,5,0,0,74,82,0,0,-,-,9%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-25,LPU_Online_Zeta,23675435222,1010.51,6.33,4,0,0,160,253,0,0,-,-,37%
Google Ads,EP_CU_Online_DFYD,2026-03-25,CU_Online_Admission_Zeta,23676777747,630.15,1,1,0,0,630,630,0,0,-,-,0%
Meta Ads,FaceBook_University_Admit,2026-03-26,FUA1_CGC_B.Tech_Admission_1.1,FUA1_CGC_B.Tech_Admission_C01,629.32,5,5,0,0,126,126,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-26,DSA_Punjab_Generic_Admission,23292287218,98.81,3,3,0,0,33,33,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-26,DSA_Punjab_Generic_Admission_Colleges,23463111599,2411.02,53,39,1,0,45,62,0,0,-,-,26%
Google Ads,EP_CU_Online_DFYD,2026-03-26,CU_Online_Admission,23470383548,1338.93,5,6,0,0,268,223,0,0,-,-,-20%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-26,LPU_Online_Alpha,23486436393,2314.89,11,1,4,2,210,2315,35000,0,1157.445,6.61%,91%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-26,LPU_Online_Gamma,23486463996,1492.67,3,3,0,0,498,498,0,0,-,-,0%
Google Ads,EP_CU_Online_DFYD,2026-03-26,CU_Online_Admission_Zeta,23676777747,627.71,3,3,0,0,209,209,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-26,LPU_Online_Zeta,23675435222,420.43,1,1,0,0,420,420,0,0,-,-,0%
Meta Ads,FaceBook_University_Admit,2026-03-27,FUA1_CGC_B.Tech_Admission_1.1,FUA1_CGC_B.Tech_Admission_C01,1083.3,8,8,1,0,135,135,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-27,DSA_Punjab_Generic_Admission,23292287218,120.09,4,3,1,0,30,40,0,0,-,-,25%
Google Ads,Degreefyd_Generic_Regular,2026-03-27,DSA_Punjab_Generic_Admission_Colleges,23463111599,2983.24,67.86,48,3,1,44,62,14406.77966,0,2983.24,20.71%,29%
Google Ads,EP_CU_Online_DFYD,2026-03-27,CU_Online_Admission,23470383548,1563.81,2,3,0,0,782,521,0,0,-,-,-50%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-27,LPU_Online_Alpha,23486436393,2065,6,7,0,0,344,295,0,0,-,-,-17%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-27,LPU_Online_Gamma,23486463996,1160.27,2,2,1,0,580,580,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-27,LPU_Online_Zeta,23675435222,954.09,1,1,0,0,954,954,0,0,-,-,0%
Google Ads,EP_CU_Online_DFYD,2026-03-27,CU_Online_Admission_Zeta,23676777747,620.75,2,2,0,0,310,310,0,0,-,-,0%
Meta Ads,FaceBook_University_Admit,2026-03-28,FUA1_CGC_B.Tech_Admission_1.1,FUA1_CGC_B.Tech_Admission_C01,436.96,2,2,1,0,218,218,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-28,LPU_Online_Alpha,23486436393,2372.03,11,9,1,1,216,264,17500,0,2372.03,13.55%,18%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-28,LPU_Online_Gamma,23486463996,1179.19,4,4,0,0,295,295,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-28,LPU_Online_Zeta,23675435222,626.95,0,,0,0,627,627,0,0,-,-,0%
Google Ads,EP_CU_Online_DFYD,2026-03-28,CU_Online_Admission,23470383548,1915.17,6,6,0,0,319,319,0,0,-,-,0%
Google Ads,EP_CU_Online_DFYD,2026-03-28,CU_Online_Admission_Zeta,23676777747,737.32,2,3,0,0,369,246,0,0,-,-,-50%
Google Ads,Degreefyd_Generic_Regular,2026-03-28,DSA_Punjab_Generic_Admission,23292287218,95.56,2,1,0,0,48,96,0,0,-,-,50%
Google Ads,Degreefyd_Generic_Regular,2026-03-28,DSA_Punjab_Generic_Admission_Colleges,23463111599,3123.7,76.71,60,7,1,41,52,12852,0,3123.7,24.31%,22%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-29,LPU_Online_Alpha,23486436393,2120.24,8,8,2,1,265,265,17500,0,2120.24,12.12%,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-29,LPU_Online_Gamma,23486463996,1374.11,5,5,1,1,275,275,14238,0,1374.11,9.65%,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-29,LPU_Online_Zeta,23675435222,574.85,1,1,0,0,575,575,0,0,-,-,0%
Google Ads,EP_CU_Online_DFYD,2026-03-29,CU_Online_Admission,23470383548,2929.68,7,7,1,0,419,419,0,0,-,-,0%
Google Ads,EP_CU_Online_DFYD,2026-03-29,CU_Online_Admission_Zeta,23676777747,386.07,3,3,1,0,129,129,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-29,DSA_Punjab_Generic_Admission,23292287218,492.23,12.46,11,0,0,40,45,0,0,-,-,12%
Google Ads,Degreefyd_Generic_Regular,2026-03-29,DSA_Punjab_Generic_Admission_Colleges,23463111599,3542.82,84.41,66,3,3,42,54,31164,0,1180.94,11.37%,22%
Google Ads,Degreefyd_Generic_Regular,2026-03-30,DSA_Punjab_Generic_Admission,23292287218,704.26,8,4,0,0,88,176,0,0,-,-,50%
Google Ads,Degreefyd_Generic_Regular,2026-03-30,DSA_Punjab_Generic_Admission_Colleges,23463111599,3750.32,96.91,70,6,1,39,54,15582,0,3750.32,24.07%,28%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-30,LPU_Online_Alpha,23486436393,3179.36,14,12,3,1,227,265,17500,0,3179.36,18.17%,14%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-30,LPU_Online_Gamma,23486463996,1933.39,9,6,2,0,215,322,0,0,-,-,33%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-30,LPU_Online_Zeta,23675435222,446.31,4,4,0,0,112,112,0,0,-,-,0%
Google Ads,EP_CU_Online_DFYD,2026-03-30,CU_Online_Admission,23470383548,1973.91,4,4,2,1,493,493,9156,0,1973.91,21.56%,0%
Google Ads,EP_CU_Online_DFYD,2026-03-30,CU_Online_Admission_Zeta,23676777747,480.81,2,2,0,0,240,240,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-30,DSA_Punjab_Generic_Admission,23292287218,704.26,8,4,0,0,88,176,0,0,-,-,50%
Meta Ads,FaceBook_Degreefyd_B,2026-03-28,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad01,50.66,1,1,0,0,51,51,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-03-28,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad02,98.39,1,1,0,0,98,98,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-03-28,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad02,59.64,1,1,0,0,60,60,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-03-28,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad01,22.92,,,0,0,23,23,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-03-29,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad01,85.31,1,1,0,0,85,85,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-03-29,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad02,266.01,2,2,0,0,133,133,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-03-29,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad02,95.51,1,1,0,0,96,96,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-03-29,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad01,67.04,1,1,0,0,67,67,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-03-30,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad01,124.75,2,1,0,0,62,125,0,0,-,-,50%
Meta Ads,FaceBook_Degreefyd_B,2026-03-30,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad02,160.49,1,1,0,0,160,160,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-03-30,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad02,130.08,,,0,0,130,130,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-03-30,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad01,162.45,2,,0,0,81,162,0,0,-,-,100%
Google Ads,Degreefyd_Generic_Regular,2026-03-31,DSA_Punjab_Generic_Admission,23292287218,849.78,12.98,9,2,1,65,94,6930,0,849.78,12.26%,31%
Google Ads,Degreefyd_Generic_Regular,2026-03-31,DSA_Punjab_Generic_Admission_Colleges,23463111599,3353.85,82.96,72,5,2,40,47,10080,0,1676.925,33.27%,13%
Google Ads,EP_CU_Online_DFYD,2026-03-31,CU_Online_Admission,23470383548,1677.02,6,8,2,0,280,210,0,0,-,-,-33%
Google Ads,EP_CU_Online_DFYD,2026-03-31,CU_Online_Admission_Zeta,23676777747,677.75,2,2,1,1,339,339,7791,0,677.75,8.70%,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-31,LPU_Online_Alpha,23486436393,3265.99,15,18,4,0,218,181,0,0,-,-,-20%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-31,LPU_Online_Gamma,23486463996,1486.06,4,7,2,0,372,212,0,0,-,-,-75%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-31,LPU_Online_Zeta,23675435222,508.07,2,2,1,0,254,254,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-03-31,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad01,252.36,,1,1,0,252,252,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-03-31,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad02,117.67,1,2,0,0,118,59,0,0,-,-,-100%
Meta Ads,FaceBook_Degreefyd_B,2026-03-31,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad02,82.66,,,0,0,83,83,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-03-31,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad01,205.5,1,4,0,0,206,51,0,0,-,-,-300%
Google Ads,Degreefyd_Generic_Regular,2026-04-01,DSA_Punjab_Generic_Admission,23292287218,577.97,9.48,7,0,0,61,83,0,0,-,-,26%
Google Ads,Degreefyd_Generic_Regular,2026-04-01,DSA_Punjab_Generic_Admission_Colleges,23463111599,3796.48,91.41,73,6,3,42,52,36582.77966,0,1265.493333,10.38%,20%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-04-01,LPU_Online_Alpha,23486436393,2092.34,2,2,1,1,1046,1046,17500,0,2092.34,11.96%,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-04-01,LPU_Online_Gamma,23486463996,1617.38,5,5,2,0,323,323,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-04-01,LPU_Online_Zeta,23675435222,704.01,4,4,2,0,176,176,0,0,-,-,0%
Google Ads,EP_CU_Online_DFYD,2026-04-01,CU_Online_Admission,23470383548,2216.82,7,7,1,0,317,317,0,0,-,-,0%
Google Ads,EP_CU_Online_DFYD,2026-04-01,CU_Online_Admission_Zeta,23676777747,395.55,4,5,1,1,99,79,7791,0,395.55,5.08%,-25%
Meta Ads,FaceBook_Degreefyd_B,2026-04-01,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad01,175.99,,,0,0,176,176,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-04-01,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad02,86.91,,,0,0,87,87,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-04-01,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad02,52.64,,,0,0,53,53,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-04-01,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad01,194.85,2,2,0,0,97,97,0,0,-,-,0%
Google Ads,EP_CU_Online_DFYD,2026-04-02,CU_Online_Admission,23470383548,2263.81,7,6,0,0,323,377,0,0,-,-,14%
Google Ads,EP_CU_Online_DFYD,2026-04-02,CU_Online_Admission_Zeta,23676777747,906.53,0,,0,0,907,907,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-04-02,LPU_Online_Alpha,23486436393,1937.77,8,8,2,0,242,242,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-04-02,LPU_Online_Gamma,23486463996,1934.8,7,7,1,1,276,276,17500,0,1934.8,11.06%,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-04-02,LPU_Online_Zeta,23675435222,626.11,3,3,0,0,209,209,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-04-02,DSA_Punjab_Generic_Admission,23292287218,636.45,10.99,7,3,0,58,91,0,0,-,-,36%
Google Ads,Degreefyd_Generic_Regular,2026-04-02,DSA_Punjab_Generic_Admission_Colleges,23463111599,3681.16,101.35,82,0,0,36,45,0,0,-,-,19%
Meta Ads,FaceBook_Degreefyd_B,2026-04-02,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad01,169.85,3,3,0,0,57,57,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-04-02,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad02,69.16,1,1,0,0,69,69,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-04-02,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad02,45.69,,,0,0,46,46,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-04-02,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad01,138.2,1,1,0,0,138,138,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-04-03,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad01,460.28,4,4,1,0,115,115,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-04-03,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad02,30.5,,,0,0,31,31,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-04-03,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad02,24.88,,,0,0,25,25,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-04-03,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad01,393.76,5,4,0,0,79,98,0,0,-,-,20%
Google Ads,Degreefyd_Generic_Regular,2026-04-03,DSA_Punjab_Generic_Admission,23292287218,515.69,13.5,15,1,1,38,34,9156,0,515.69,5.63%,-11%
Google Ads,Degreefyd_Generic_Regular,2026-04-03,DSA_Punjab_Generic_Admission_Colleges,23463111599,3982.47,83.43,69,2,1,48,58,7140,0,3982.47,55.78%,17%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-04-03,LPU_Online_Alpha,23486436393,2070.42,7,7,1,0,296,296,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-04-03,LPU_Online_Gamma,23486463996,1906.42,3,3,0,0,635,635,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-04-03,LPU_Online_Zeta,23675435222,664.36,4,4,0,0,166,166,0,0,-,-,0%
Google Ads,EP_CU_Online_DFYD,2026-04-03,CU_Online_Admission,23470383548,1301.06,3,3,1,1,434,434,12852,0,1301.06,10.12%,0%
Google Ads,EP_CU_Online_DFYD,2026-04-03,CU_Online_Admission_Zeta,23676777747,930.95,3,3,0,0,310,310,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-04-04,DSA_Punjab_Generic_Admission,23292287218,286.72,3,3,0,0,96,96,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-04-04,DSA_Punjab_Generic_Admission_Colleges,23463111599,3783.64,91.4,76,4,2,41,50,21700,0,1891.82,17.44%,17%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-04-04,LPU_Online_Alpha,23486436393,2292.62,11,11,2,0,208,208,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-04-04,LPU_Online_Gamma,23486463996,1718.3,9.5,10,2,2,181,172,31738,0,859.15,5.41%,-5%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-04-04,LPU_Online_Zeta,23675435222,678.1,3,3,0,0,226,226,0,0,-,-,0%
Google Ads,EP_CU_Online_DFYD,2026-04-04,CU_Online_Admission,23470383548,1433.48,7,7,1,0,205,205,0,0,-,-,0%
Google Ads,EP_CU_Online_DFYD,2026-04-04,CU_Online_Admission_Zeta,23676777747,906.5,3,3,1,0,302,302,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-04-05,DSA_Punjab_Generic_Admission,23292287218,286.56,8,6,1,0,36,48,0,0,-,-,25%
Google Ads,Degreefyd_Generic_Regular,2026-04-05,DSA_Punjab_Generic_Admission_Colleges,23463111599,2318.76,40.49,35,6,1,57,66,4200,0,2318.76,55.21%,14%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-04-05,LPU_Online_Alpha,23486436393,2017.19,5,7,3,1,403,288,17500,0,2017.19,11.53%,-40%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-04-05,LPU_Online_Gamma,23486463996,2126.04,5,6,0,0,425,354,0,0,-,-,-20%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-04-05,LPU_Online_Zeta,23675435222,441.26,1,1,0,0,441,441,0,0,-,-,0%
Google Ads,EP_CU_Online_DFYD,2026-04-05,CU_Online_Admission,23470383548,921.17,2,2,0,0,461,461,0,0,-,-,0%
Google Ads,EP_CU_Online_DFYD,2026-04-05,CU_Online_Admission_Zeta,23676777747,665.01,4,3,0,0,166,222,0,0,-,-,25%
Google Ads,Degreefyd_Generic_Regular,2026-04-06,DSA_Punjab_Generic_Admission,23292287218,276.49,6,8,1,0,46,35,0,0,-,-,-33%
Google Ads,Degreefyd_Generic_Regular,2026-04-06,DSA_Punjab_Generic_Admission_Colleges,23463111599,2977.3,64.39,49,4,1,46,61,14406.77966,0,2977.3,20.67%,24%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-04-06,LPU_Online_Alpha,23486436393,2110.88,13,13,3,2,162,162,35000,0,1055.44,6.03%,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-04-06,LPU_Online_Gamma,23486463996,1270.89,4,4,0,0,318,318,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-04-06,LPU_Online_Zeta,23675435222,357.76,1,1,0,0,358,358,0,0,-,-,0%
Google Ads,EP_CU_Online_DFYD,2026-04-06,CU_Online_Admission,23470383548,1640.57,4,4,1,0,410,410,0,0,-,-,0%
Google Ads,EP_CU_Online_DFYD,2026-04-06,CU_Online_Admission_Zeta,23676777747,1798.01,3,3,0,0,599,599,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-04-04,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad01,285.87,5,5,2,2,57,57,16537.5,0,142.935,1.73%,0%
Meta Ads,FaceBook_Degreefyd_B,2026-04-04,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad02,8.56,,,0,0,9,9,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-04-04,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad02,9.44,,,0,0,9,9,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-04-04,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad01,317.44,3,4,0,0,106,79,0,0,-,-,-33%
Meta Ads,FaceBook_Degreefyd_B,2026-04-05,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad02,36.47,,,0,0,36,36,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-04-05,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad01,291.54,3,2,0,0,97,146,0,0,-,-,33%
Meta Ads,FaceBook_Degreefyd_B,2026-04-05,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad02,8.18,,,0,0,8,8,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-04-05,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad01,344.34,4,4,1,0,86,86,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-04-06,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad01,254.05,5,5,0,0,51,51,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-04-06,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad02,9.22,,,0,0,9,9,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-04-06,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad02,48.57,,,0,0,49,49,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-04-06,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad01,298.79,5,5,0,0,60,60,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-04-07,DSA_Punjab_Generic_Admission,23292287218,537.01,6.99,9,2,0,77,60,0,0,-,-,-29%
Google Ads,Degreefyd_Generic_Regular,2026-04-07,DSA_Punjab_Generic_Admission_Colleges,23463111599,2954.22,59.95,49,4,2,49,60,27258.77966,0,1477.11,10.84%,18%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-04-07,LPU_Online_Alpha,23486436393,2085.56,6,8,2,0,348,261,0,0,-,-,-33%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-04-07,LPU_Online_Gamma,23486463996,2536.96,6,3,0,0,423,846,0,0,-,-,50%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-04-07,LPU_Online_Zeta,23675435222,986.22,2,2,0,0,493,493,0,0,-,-,0%
Google Ads,EP_CU_Online_DFYD,2026-04-07,CU_Online_Admission,23470383548,1999.45,7,6,0,0,286,333,0,0,-,-,14%
Google Ads,EP_CU_Online_DFYD,2026-04-07,CU_Online_Admission_Zeta,23676777747,1115.04,3,2,1,1,372,558,8064,0,1115.04,13.83%,33%
Meta Ads,FaceBook_Degreefyd_B,2026-04-07,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad01,315.47,2,2,0,0,158,158,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-04-07,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad02,19.84,,,0,0,20,20,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-04-07,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad02,3.01,,,0,0,3,3,0,0,-,-,0%
Meta Ads,FaceBook_Degreefyd_B,2026-04-07,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad01,258.19,3,3,0,0,86,86,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-04-08,LPU_Online_Alpha,23486436393,2403.33,10,9,2,0,240,267,0,0,-,-,10%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-04-08,LPU_Online_Gamma,23486463996,1305.63,1,1,0,0,1306,1306,0,0,-,-,0%
